id,production_run_id,workstation_id,downtime_category,downtime_reason,start_timestamp,end_timestamp,duration_minutes,root_cause,corrective_action
452,111,6,Changeover,Tool change,2024-01-13 03:26:00,2024-01-13 03:48:45,22.8,Design flaw,Temporary fix applied
453,112,19,Planned Maintenance,Lubrication,2024-01-12 10:18:00,2024-01-12 10:56:57,39,Operator error,Root cause pending
454,112,17,Changeover,Tool change,2024-01-12 12:19:00,2024-01-12 12:38:17,19.3,Unknown,Part replaced
455,112,22,Operator,Training,2024-01-12 09:37:00,2024-01-12 09:46:20,9.3,Supplier issue,Settings adjusted
456,112,14,Planned Maintenance,Scheduled PM,2024-01-12 10:10:00,2024-01-12 10:54:01,44,Operator error,Part replaced
457,112,15,Quality Hold,Inspection hold,2024-01-12 08:24:00,2024-01-12 08:31:01,7,Unknown,Part replaced
458,113,15,Equipment Failure,PLC fault,2024-01-12 21:17:00,2024-01-12 21:36:50,19.8,Process variation,Settings adjusted
459,113,21,Material,Part shortage,2024-01-12 15:28:00,2024-01-12 15:55:39,27.7,Unknown,Operator retrained
460,114,21,Equipment Failure,Motor failure,2024-01-13 02:34:00,2024-01-13 03:21:33,47.6,Unknown,Settings adjusted
461,114,22,Changeover,Model changeover,2024-01-13 02:19:00,2024-01-13 02:44:13,25.2,Design flaw,Temporary fix applied
462,114,19,Quality Hold,Inspection hold,2024-01-13 05:27:00,2024-01-13 05:36:49,9.8,Worn component,Part replaced
463,114,14,Material,Wrong part delivered,2024-01-13 02:33:00,2024-01-13 02:48:49,15.8,Process variation,Temporary fix applied
464,114,15,Operator,Operator unavailable,2024-01-13 04:09:00,2024-01-13 04:16:07,7.1,Worn component,Part replaced
465,114,17,Material,Wrong part delivered,2024-01-13 00:53:00,2024-01-13 01:06:08,13.1,Operator error,Root cause pending
466,115,23,Operator,Safety incident,2024-01-12 10:29:00,2024-01-12 10:43:49,14.8,Unknown,Operator retrained
467,115,25,Equipment Failure,Robot error,2024-01-12 07:44:00,2024-01-12 08:36:42,52.7,Worn component,Escalated to engineering
468,116,33,Changeover,Model changeover,2024-01-12 14:13:00,2024-01-12 14:49:34,36.6,Unknown,Root cause pending
469,116,35,Equipment Failure,Sensor malfunction,2024-01-12 20:19:00,2024-01-12 21:09:32,50.5,Supplier issue,Operator retrained
470,116,29,Material,Part shortage,2024-01-12 19:09:00,2024-01-12 19:25:35,16.6,Operator error,Temporary fix applied
471,116,35,Equipment Failure,Pneumatic failure,2024-01-12 18:09:00,2024-01-12 18:47:41,38.7,Design flaw,Root cause pending
472,117,32,Planned Maintenance,Scheduled PM,2024-01-13 02:32:00,2024-01-13 03:19:11,47.2,Worn component,Settings adjusted
473,117,36,Operator,Training,2024-01-13 04:05:00,2024-01-13 04:12:29,7.5,Design flaw,Settings adjusted
474,117,29,Equipment Failure,PLC fault,2024-01-13 05:10:00,2024-01-13 06:03:11,53.2,Process variation,Root cause pending
475,117,26,Material,Wrong part delivered,2024-01-13 04:08:00,2024-01-13 04:18:34,10.6,Process variation,Escalated to engineering
476,117,32,Changeover,Fixture swap,2024-01-13 02:24:00,2024-01-13 03:06:50,42.8,Operator error,Escalated to engineering
477,117,29,Other,IT system down,2024-01-13 04:39:00,2024-01-13 05:05:59,27,Operator error,Escalated to engineering
478,118,49,Equipment Failure,Motor failure,2024-01-12 11:31:00,2024-01-12 12:00:35,29.6,Design flaw,Operator retrained
479,118,46,Equipment Failure,Motor failure,2024-01-12 08:01:00,2024-01-12 08:37:01,36,Operator error,Settings adjusted
480,119,37,Quality Hold,Inspection hold,2024-01-12 17:01:00,2024-01-12 17:14:22,13.4,Operator error,Temporary fix applied
481,119,43,Equipment Failure,Sensor malfunction,2024-01-12 14:24:00,2024-01-12 15:13:56,49.9,Operator error,Operator retrained
482,119,45,Operator,Safety incident,2024-01-12 14:56:00,2024-01-12 15:02:40,6.7,Unknown,Operator retrained
483,120,38,Planned Maintenance,Calibration,2024-01-13 01:32:00,2024-01-13 02:17:28,45.5,Supplier issue,Root cause pending
484,120,48,Equipment Failure,Robot error,2024-01-13 04:09:00,2024-01-13 04:34:46,25.8,Unknown,Escalated to engineering
485,120,41,Equipment Failure,Sensor malfunction,2024-01-13 01:10:00,2024-01-13 01:34:43,24.7,Supplier issue,Root cause pending
486,120,49,Planned Maintenance,Scheduled PM,2024-01-13 01:39:00,2024-01-13 02:33:31,54.5,Operator error,Temporary fix applied
487,120,43,Material,Part shortage,2024-01-13 00:04:00,2024-01-13 00:10:48,6.8,Supplier issue,Root cause pending
488,121,3,Equipment Failure,Sensor malfunction,2024-01-15 12:45:00,2024-01-15 13:36:30,51.5,Worn component,Temporary fix applied
489,121,7,Equipment Failure,Robot error,2024-01-15 10:14:00,2024-01-15 10:30:42,16.7,Supplier issue,Part replaced
490,121,6,Equipment Failure,Motor failure,2024-01-15 13:14:00,2024-01-15 13:33:23,19.4,Supplier issue,Temporary fix applied
491,121,12,Equipment Failure,Motor failure,2024-01-15 12:38:00,2024-01-15 12:59:26,21.4,Unknown,Root cause pending
492,122,1,Operator,Operator unavailable,2024-01-15 16:31:00,2024-01-15 16:56:50,25.8,Process variation,Root cause pending
493,122,6,Planned Maintenance,Lubrication,2024-01-15 20:41:00,2024-01-15 21:16:59,36,Operator error,Part replaced
494,122,8,Equipment Failure,Hydraulic leak,2024-01-15 16:22:00,2024-01-15 16:45:56,23.9,Process variation,Root cause pending
495,122,8,Equipment Failure,Motor failure,2024-01-15 19:26:00,2024-01-15 19:54:04,28.1,Design flaw,Temporary fix applied
496,122,8,Material,Wrong part delivered,2024-01-15 16:02:00,2024-01-15 16:26:34,24.6,Worn component,Part replaced
497,122,3,Planned Maintenance,Calibration,2024-01-15 16:46:00,2024-01-15 17:20:24,34.4,Supplier issue,Settings adjusted
498,123,3,Equipment Failure,Pneumatic failure,2024-01-16 03:42:00,2024-01-16 04:29:12,47.2,Supplier issue,Temporary fix applied
499,123,8,Material,Wrong part delivered,2024-01-15 22:32:00,2024-01-15 22:40:41,8.7,Unknown,Temporary fix applied
500,124,20,Equipment Failure,Hydraulic leak,2024-01-15 11:12:00,2024-01-15 11:25:31,13.5,Process variation,Escalated to engineering
501,124,13,Equipment Failure,Motor failure,2024-01-15 09:35:00,2024-01-15 10:34:03,59.1,Operator error,Root cause pending
502,124,22,Equipment Failure,Hydraulic leak,2024-01-15 10:42:00,2024-01-15 10:52:57,11,Operator error,Operator retrained
503,124,14,Planned Maintenance,Calibration,2024-01-15 12:45:00,2024-01-15 13:24:17,39.3,Operator error,Temporary fix applied
504,125,17,Material,Wrong part delivered,2024-01-15 16:54:00,2024-01-15 17:11:42,17.7,Design flaw,Settings adjusted
505,125,21,Quality Hold,Defect investigation,2024-01-15 19:50:00,2024-01-15 19:59:42,9.7,Supplier issue,Settings adjusted
506,125,20,Quality Hold,Rework backlog,2024-01-15 20:36:00,2024-01-15 20:41:07,5.1,Worn component,Operator retrained
507,125,17,Changeover,Fixture swap,2024-01-15 20:25:00,2024-01-15 20:52:41,27.7,Supplier issue,Root cause pending
508,125,15,Changeover,Fixture swap,2024-01-15 21:26:00,2024-01-15 21:49:42,23.7,Operator error,Root cause pending
509,125,19,Operator,Training,2024-01-15 14:43:00,2024-01-15 14:56:22,13.4,Operator error,Root cause pending
510,126,17,Material,Material quality issue,2024-01-15 22:25:00,2024-01-15 22:34:23,9.4,Design flaw,Root cause pending
511,126,18,Changeover,Fixture swap,2024-01-16 03:28:00,2024-01-16 03:48:50,20.8,Design flaw,Operator retrained
512,127,25,Operator,Training,2024-01-15 06:06:00,2024-01-15 06:14:10,8.2,Supplier issue,Temporary fix applied
513,127,23,Quality Hold,Inspection hold,2024-01-15 08:57:00,2024-01-15 09:20:28,23.5,Process variation,Operator retrained
514,127,34,Equipment Failure,Hydraulic leak,2024-01-15 09:25:00,2024-01-15 09:55:14,30.2,Worn component,Settings adjusted
515,127,33,Quality Hold,Inspection hold,2024-01-15 13:08:00,2024-01-15 13:22:30,14.5,Design flaw,Operator retrained
516,128,31,Changeover,Fixture swap,2024-01-15 17:00:00,2024-01-15 17:23:25,23.4,Operator error,Escalated to engineering
517,128,35,Material,Material quality issue,2024-01-15 18:21:00,2024-01-15 18:26:32,5.5,Operator error,Escalated to engineering
518,128,26,Changeover,Tool change,2024-01-15 20:39:00,2024-01-15 21:22:40,43.7,Supplier issue,Settings adjusted
519,128,29,Planned Maintenance,Lubrication,2024-01-15 16:58:00,2024-01-15 17:57:36,59.6,Operator error,Part replaced
520,129,24,Equipment Failure,Sensor malfunction,2024-01-16 01:59:00,2024-01-16 02:43:22,44.4,Unknown,Temporary fix applied
521,129,23,Material,Wrong part delivered,2024-01-16 03:16:00,2024-01-16 03:35:08,19.1,Process variation,Root cause pending
522,129,33,Equipment Failure,Sensor malfunction,2024-01-15 22:15:00,2024-01-15 22:44:33,29.6,Supplier issue,Escalated to engineering
523,130,39,Equipment Failure,Hydraulic leak,2024-01-15 07:01:00,2024-01-15 07:50:04,49.1,Operator error,Operator retrained
524,130,37,Planned Maintenance,Calibration,2024-01-15 09:59:00,2024-01-15 10:57:34,58.6,Worn component,Operator retrained
525,131,44,Other,Power fluctuation,2024-01-15 16:37:00,2024-01-15 16:45:28,8.5,Design flaw,Root cause pending
526,131,43,Equipment Failure,Hydraulic leak,2024-01-15 14:16:00,2024-01-15 14:54:20,38.3,Supplier issue,Operator retrained
527,131,42,Changeover,Model changeover,2024-01-15 15:36:00,2024-01-15 16:08:07,32.1,Unknown,Temporary fix applied
528,131,47,Changeover,Model changeover,2024-01-15 14:52:00,2024-01-15 15:30:26,38.4,Process variation,Root cause pending
529,132,39,Equipment Failure,Motor failure,2024-01-16 03:58:00,2024-01-16 04:28:52,30.9,Unknown,Settings adjusted
530,132,45,Changeover,Model changeover,2024-01-16 01:29:00,2024-01-16 01:46:40,17.7,Operator error,Temporary fix applied
531,132,42,Equipment Failure,Hydraulic leak,2024-01-15 23:53:00,2024-01-16 00:09:30,16.5,Worn component,Escalated to engineering
532,132,37,Equipment Failure,Pneumatic failure,2024-01-16 01:12:00,2024-01-16 01:44:21,32.4,Process variation,Escalated to engineering
533,133,1,Planned Maintenance,Lubrication,2024-01-16 08:53:00,2024-01-16 09:44:38,51.6,Operator error,Operator retrained
534,133,7,Changeover,Tool change,2024-01-16 11:29:00,2024-01-16 11:57:20,28.3,Design flaw,Settings adjusted
535,133,7,Equipment Failure,Motor failure,2024-01-16 09:47:00,2024-01-16 10:41:46,54.8,Process variation,Root cause pending
536,134,3,Operator,Safety incident,2024-01-16 17:43:00,2024-01-16 18:02:20,19.3,Process variation,Escalated to engineering
537,134,3,Planned Maintenance,Calibration,2024-01-16 14:39:00,2024-01-16 15:29:30,50.5,Supplier issue,Settings adjusted
538,135,1,Quality Hold,Defect investigation,2024-01-17 04:25:00,2024-01-17 04:31:09,6.2,Worn component,Root cause pending
539,135,9,Changeover,Fixture swap,2024-01-17 02:49:00,2024-01-17 03:26:52,37.9,Process variation,Settings adjusted
540,135,3,Equipment Failure,Pneumatic failure,2024-01-17 02:14:00,2024-01-17 02:56:00,42,Operator error,Settings adjusted
541,136,20,Planned Maintenance,Lubrication,2024-01-16 08:02:00,2024-01-16 08:38:41,36.7,Supplier issue,Settings adjusted
542,136,22,Equipment Failure,PLC fault,2024-01-16 10:35:00,2024-01-16 11:17:42,42.7,Unknown,Operator retrained
543,136,18,Operator,Training,2024-01-16 09:22:00,2024-01-16 09:39:41,17.7,Supplier issue,Root cause pending
544,137,15,Equipment Failure,Motor failure,2024-01-16 14:02:00,2024-01-16 14:52:03,50.1,Supplier issue,Operator retrained
545,137,21,Planned Maintenance,Scheduled PM,2024-01-16 15:31:00,2024-01-16 16:17:55,46.9,Design flaw,Temporary fix applied
546,137,16,Material,Part shortage,2024-01-16 16:06:00,2024-01-16 16:21:19,15.3,Worn component,Temporary fix applied
547,137,22,Changeover,Fixture swap,2024-01-16 14:59:00,2024-01-16 15:43:48,44.8,Process variation,Temporary fix applied
548,137,13,Equipment Failure,Sensor malfunction,2024-01-16 18:31:00,2024-01-16 19:13:19,42.3,Process variation,Settings adjusted
549,137,19,Material,Wrong part delivered,2024-01-16 20:37:00,2024-01-16 21:04:51,27.9,Unknown,Operator retrained
550,138,22,Operator,Training,2024-01-17 01:03:00,2024-01-17 01:21:30,18.5,Operator error,Escalated to engineering
551,138,18,Other,Environmental issue,2024-01-17 04:44:00,2024-01-17 05:10:27,26.5,Worn component,Part replaced
552,138,13,Changeover,Model changeover,2024-01-17 01:00:00,2024-01-17 01:39:15,39.3,Supplier issue,Settings adjusted
553,139,36,Quality Hold,Rework backlog,2024-01-16 09:00:00,2024-01-16 09:21:50,21.8,Supplier issue,Temporary fix applied
554,139,34,Changeover,Tool change,2024-01-16 10:23:00,2024-01-16 10:38:52,15.9,Design flaw,Root cause pending
555,139,23,Equipment Failure,Pneumatic failure,2024-01-16 09:40:00,2024-01-16 09:52:24,12.4,Operator error,Part replaced
556,139,24,Changeover,Model changeover,2024-01-16 09:20:00,2024-01-16 09:55:33,35.6,Worn component,Part replaced
557,139,32,Operator,Safety incident,2024-01-16 13:07:00,2024-01-16 13:29:44,22.7,Supplier issue,Root cause pending
558,139,33,Equipment Failure,Hydraulic leak,2024-01-16 07:13:00,2024-01-16 07:50:33,37.6,Operator error,Settings adjusted
559,140,29,Equipment Failure,Robot error,2024-01-16 20:47:00,2024-01-16 21:12:14,25.2,Operator error,Operator retrained
560,140,24,Equipment Failure,PLC fault,2024-01-16 17:12:00,2024-01-16 17:24:49,12.8,Unknown,Part replaced
561,140,25,Quality Hold,Inspection hold,2024-01-16 18:45:00,2024-01-16 18:51:25,6.4,Operator error,Settings adjusted
562,140,33,Material,Part shortage,2024-01-16 18:42:00,2024-01-16 18:47:50,5.8,Unknown,Operator retrained
563,141,34,Changeover,Fixture swap,2024-01-17 04:30:00,2024-01-17 04:58:29,28.5,Worn component,Settings adjusted
564,141,30,Planned Maintenance,Lubrication,2024-01-17 04:49:00,2024-01-17 05:25:58,37,Process variation,Escalated to engineering
565,141,25,Other,Environmental issue,2024-01-16 22:42:00,2024-01-16 22:47:40,5.7,Operator error,Settings adjusted
566,141,28,Equipment Failure,Motor failure,2024-01-17 01:24:00,2024-01-17 01:53:46,29.8,Worn component,Operator retrained
567,141,32,Equipment Failure,Hydraulic leak,2024-01-16 23:43:00,2024-01-17 00:07:51,24.9,Worn component,Escalated to engineering
568,141,32,Equipment Failure,Pneumatic failure,2024-01-17 00:39:00,2024-01-17 01:35:18,56.3,Design flaw,Settings adjusted
569,142,44,Operator,Safety incident,2024-01-16 10:54:00,2024-01-16 11:07:45,13.8,Worn component,Operator retrained
570,142,39,Equipment Failure,Pneumatic failure,2024-01-16 12:50:00,2024-01-16 13:39:24,49.4,Design flaw,Temporary fix applied
571,142,44,Equipment Failure,PLC fault,2024-01-16 10:23:00,2024-01-16 10:53:42,30.7,Design flaw,Temporary fix applied
572,142,48,Equipment Failure,PLC fault,2024-01-16 11:41:00,2024-01-16 11:51:38,10.6,Process variation,Temporary fix applied
573,142,37,Material,Part shortage,2024-01-16 09:39:00,2024-01-16 09:54:05,15.1,Design flaw,Root cause pending
574,142,37,Equipment Failure,Robot error,2024-01-16 06:12:00,2024-01-16 07:11:39,59.7,Operator error,Part replaced
575,143,48,Changeover,Tool change,2024-01-16 17:43:00,2024-01-16 18:12:30,29.5,Operator error,Part replaced
576,143,39,Quality Hold,Rework backlog,2024-01-16 17:52:00,2024-01-16 17:59:21,7.4,Operator error,Temporary fix applied
577,143,38,Operator,Training,2024-01-16 18:41:00,2024-01-16 19:04:33,23.6,Supplier issue,Settings adjusted
578,143,46,Changeover,Model changeover,2024-01-16 17:04:00,2024-01-16 17:38:26,34.4,Design flaw,Part replaced
579,144,41,Quality Hold,Rework backlog,2024-01-17 01:36:00,2024-01-17 01:56:07,20.1,Process variation,Escalated to engineering
580,144,42,Quality Hold,Defect investigation,2024-01-17 00:52:00,2024-01-17 01:06:32,14.5,Design flaw,Root cause pending
581,144,46,Material,Wrong part delivered,2024-01-16 23:36:00,2024-01-16 23:51:24,15.4,Operator error,Temporary fix applied
582,145,11,Planned Maintenance,Scheduled PM,2024-01-17 10:51:00,2024-01-17 11:45:25,54.4,Operator error,Root cause pending
583,145,1,Quality Hold,Inspection hold,2024-01-17 12:16:00,2024-01-17 12:30:14,14.2,Operator error,Operator retrained
584,145,9,Changeover,Model changeover,2024-01-17 10:53:00,2024-01-17 11:27:21,34.4,Design flaw,Part replaced
585,146,8,Planned Maintenance,Calibration,2024-01-17 19:50:00,2024-01-17 20:38:36,48.6,Design flaw,Temporary fix applied
586,146,9,Equipment Failure,Pneumatic failure,2024-01-17 20:26:00,2024-01-17 20:57:44,31.7,Worn component,Temporary fix applied
587,146,8,Equipment Failure,PLC fault,2024-01-17 21:28:00,2024-01-17 21:49:45,21.8,Unknown,Operator retrained
588,146,11,Changeover,Tool change,2024-01-17 20:21:00,2024-01-17 20:36:29,15.5,Supplier issue,Part replaced
589,146,5,Material,Part shortage,2024-01-17 14:46:00,2024-01-17 15:01:39,15.7,Process variation,Escalated to engineering
590,146,1,Equipment Failure,Pneumatic failure,2024-01-17 20:18:00,2024-01-17 21:07:40,49.7,Supplier issue,Settings adjusted
591,147,2,Quality Hold,Inspection hold,2024-01-18 02:38:00,2024-01-18 02:43:29,5.5,Supplier issue,Escalated to engineering
592,147,9,Equipment Failure,Robot error,2024-01-18 02:12:00,2024-01-18 02:37:07,25.1,Process variation,Operator retrained
593,147,11,Changeover,Fixture swap,2024-01-18 01:55:00,2024-01-18 02:30:45,35.8,Worn component,Settings adjusted
594,147,3,Changeover,Fixture swap,2024-01-18 00:32:00,2024-01-18 00:54:30,22.5,Design flaw,Settings adjusted
595,147,5,Material,Part shortage,2024-01-17 23:30:00,2024-01-17 23:46:08,16.1,Operator error,Root cause pending
596,148,20,Quality Hold,Rework backlog,2024-01-17 08:11:00,2024-01-17 08:40:29,29.5,Operator error,Operator retrained
597,148,14,Changeover,Fixture swap,2024-01-17 11:59:00,2024-01-17 12:37:26,38.4,Design flaw,Settings adjusted
598,148,13,Operator,Training,2024-01-17 13:10:00,2024-01-17 13:28:09,18.2,Unknown,Temporary fix applied
599,149,18,Changeover,Tool change,2024-01-17 17:49:00,2024-01-17 18:30:54,41.9,Process variation,Escalated to engineering
600,149,19,Quality Hold,Defect investigation,2024-01-17 16:57:00,2024-01-17 17:20:15,23.3,Worn component,Root cause pending
601,149,20,Changeover,Tool change,2024-01-17 14:40:00,2024-01-17 15:06:29,26.5,Worn component,Part replaced
602,149,15,Quality Hold,Inspection hold,2024-01-17 16:57:00,2024-01-17 17:26:53,29.9,Unknown,Temporary fix applied
603,149,19,Equipment Failure,PLC fault,2024-01-17 16:26:00,2024-01-17 17:19:55,53.9,Worn component,Operator retrained
604,150,13,Quality Hold,Inspection hold,2024-01-18 04:21:00,2024-01-18 04:50:42,29.7,Process variation,Settings adjusted
605,150,14,Operator,Safety incident,2024-01-17 23:22:00,2024-01-17 23:28:49,6.8,Unknown,Operator retrained
606,150,18,Changeover,Fixture swap,2024-01-17 23:25:00,2024-01-17 23:47:48,22.8,Supplier issue,Part replaced
607,150,18,Equipment Failure,Sensor malfunction,2024-01-18 05:20:00,2024-01-18 06:03:59,44,Supplier issue,Part replaced
608,151,32,Changeover,Model changeover,2024-01-17 07:53:00,2024-01-17 08:12:52,19.9,Operator error,Root cause pending
609,151,28,Other,Environmental issue,2024-01-17 06:16:00,2024-01-17 06:36:10,20.2,Design flaw,Temporary fix applied
610,151,28,Equipment Failure,Motor failure,2024-01-17 08:46:00,2024-01-17 09:12:47,26.8,Supplier issue,Operator retrained
611,151,26,Changeover,Fixture swap,2024-01-17 07:46:00,2024-01-17 08:15:29,29.5,Process variation,Operator retrained
612,151,26,Planned Maintenance,Lubrication,2024-01-17 11:34:00,2024-01-17 12:25:30,51.5,Worn component,Root cause pending
613,152,23,Quality Hold,Inspection hold,2024-01-17 19:31:00,2024-01-17 19:49:51,18.9,Unknown,Part replaced
614,152,33,Operator,Operator unavailable,2024-01-17 17:16:00,2024-01-17 17:44:59,29,Operator error,Escalated to engineering
615,152,35,Equipment Failure,Robot error,2024-01-17 18:04:00,2024-01-17 18:34:49,30.8,Design flaw,Escalated to engineering
616,152,25,Planned Maintenance,Lubrication,2024-01-17 15:32:00,2024-01-17 15:55:09,23.2,Unknown,Part replaced
617,152,36,Operator,Safety incident,2024-01-17 21:18:00,2024-01-17 21:45:45,27.8,Worn component,Settings adjusted
618,152,25,Quality Hold,Rework backlog,2024-01-17 18:11:00,2024-01-17 18:28:10,17.2,Operator error,Part replaced
619,153,34,Planned Maintenance,Scheduled PM,2024-01-18 01:40:00,2024-01-18 02:28:10,48.2,Operator error,Escalated to engineering
620,153,25,Equipment Failure,PLC fault,2024-01-18 04:43:00,2024-01-18 05:25:33,42.6,Operator error,Escalated to engineering
621,153,25,Material,Part shortage,2024-01-18 03:33:00,2024-01-18 03:39:27,6.5,Supplier issue,Temporary fix applied
622,153,35,Changeover,Model changeover,2024-01-18 04:57:00,2024-01-18 05:28:20,31.3,Design flaw,Escalated to engineering
623,153,30,Other,IT system down,2024-01-17 22:46:00,2024-01-17 23:15:25,29.4,Operator error,Operator retrained
624,153,35,Equipment Failure,Sensor malfunction,2024-01-18 03:57:00,2024-01-18 04:42:59,46,Process variation,Part replaced
625,154,37,Quality Hold,Rework backlog,2024-01-17 13:00:00,2024-01-17 13:12:00,12,Unknown,Temporary fix applied
626,154,43,Equipment Failure,Sensor malfunction,2024-01-17 13:28:00,2024-01-17 14:23:14,55.2,Unknown,Operator retrained
627,154,41,Changeover,Tool change,2024-01-17 10:03:00,2024-01-17 10:39:39,36.7,Supplier issue,Temporary fix applied
628,155,39,Equipment Failure,Motor failure,2024-01-17 16:05:00,2024-01-17 16:56:45,51.8,Process variation,Part replaced
629,155,41,Equipment Failure,Motor failure,2024-01-17 14:08:00,2024-01-17 14:20:03,12.1,Design flaw,Escalated to engineering
630,155,38,Quality Hold,Defect investigation,2024-01-17 18:37:00,2024-01-17 18:56:29,19.5,Unknown,Operator retrained
631,155,42,Changeover,Tool change,2024-01-17 18:36:00,2024-01-17 19:14:40,38.7,Process variation,Temporary fix applied
632,156,42,Changeover,Model changeover,2024-01-18 04:51:00,2024-01-18 05:10:33,19.6,Operator error,Temporary fix applied
633,156,43,Operator,Safety incident,2024-01-17 22:29:00,2024-01-17 22:51:53,22.9,Worn component,Settings adjusted
634,156,47,Changeover,Tool change,2024-01-18 02:34:00,2024-01-18 03:14:26,40.4,Operator error,Escalated to engineering
635,157,6,Equipment Failure,Hydraulic leak,2024-01-18 12:17:00,2024-01-18 12:31:27,14.5,Operator error,Part replaced
636,157,1,Planned Maintenance,Lubrication,2024-01-18 08:48:00,2024-01-18 09:38:26,50.4,Supplier issue,Part replaced
637,157,12,Changeover,Fixture swap,2024-01-18 09:55:00,2024-01-18 10:20:10,25.2,Process variation,Escalated to engineering
638,157,12,Changeover,Fixture swap,2024-01-18 08:08:00,2024-01-18 08:23:13,15.2,Design flaw,Escalated to engineering
639,157,1,Material,Wrong part delivered,2024-01-18 08:01:00,2024-01-18 08:21:53,20.9,Operator error,Part replaced
640,157,9,Equipment Failure,PLC fault,2024-01-18 09:55:00,2024-01-18 10:47:17,52.3,Supplier issue,Escalated to engineering
641,158,5,Operator,Operator unavailable,2024-01-18 17:06:00,2024-01-18 17:31:50,25.8,Unknown,Settings adjusted
642,158,9,Quality Hold,Defect investigation,2024-01-18 14:59:00,2024-01-18 15:10:47,11.8,Design flaw,Settings adjusted
643,158,6,Equipment Failure,PLC fault,2024-01-18 20:00:00,2024-01-18 20:18:02,18,Worn component,Part replaced
644,158,1,Equipment Failure,Hydraulic leak,2024-01-18 18:02:00,2024-01-18 18:43:37,41.6,Unknown,Temporary fix applied
645,158,1,Equipment Failure,Hydraulic leak,2024-01-18 19:19:00,2024-01-18 20:02:41,43.7,Operator error,Operator retrained
646,158,1,Equipment Failure,Sensor malfunction,2024-01-18 21:02:00,2024-01-18 21:20:04,18.1,Design flaw,Root cause pending
647,159,4,Planned Maintenance,Lubrication,2024-01-19 02:23:00,2024-01-19 03:12:00,49,Operator error,Escalated to engineering
648,159,3,Changeover,Tool change,2024-01-18 23:58:00,2024-01-19 00:36:19,38.3,Unknown,Operator retrained
649,159,7,Changeover,Tool change,2024-01-18 23:58:00,2024-01-19 00:26:30,28.5,Supplier issue,Escalated to engineering
650,159,2,Quality Hold,Rework backlog,2024-01-18 22:12:00,2024-01-18 22:19:18,7.3,Design flaw,Root cause pending
651,159,5,Operator,Training,2024-01-18 23:06:00,2024-01-18 23:30:16,24.3,Supplier issue,Part replaced
652,160,14,Changeover,Fixture swap,2024-01-18 12:08:00,2024-01-18 12:44:20,36.3,Supplier issue,Root cause pending
653,160,22,Operator,Safety incident,2024-01-18 09:30:00,2024-01-18 09:51:40,21.7,Supplier issue,Escalated to engineering
654,160,18,Changeover,Model changeover,2024-01-18 07:59:00,2024-01-18 08:20:18,21.3,Design flaw,Escalated to engineering
655,161,18,Operator,Training,2024-01-18 18:53:00,2024-01-18 19:19:44,26.7,Operator error,Temporary fix applied
656,161,15,Material,Material quality issue,2024-01-18 17:11:00,2024-01-18 17:35:14,24.2,Supplier issue,Escalated to engineering
657,161,19,Operator,Safety incident,2024-01-18 19:34:00,2024-01-18 19:51:29,17.5,Worn component,Operator retrained
658,161,13,Quality Hold,Defect investigation,2024-01-18 17:29:00,2024-01-18 17:49:07,20.1,Supplier issue,Settings adjusted
659,161,15,Operator,Training,2024-01-18 17:13:00,2024-01-18 17:20:36,7.6,Design flaw,Operator retrained
660,162,17,Operator,Safety incident,2024-01-18 22:44:00,2024-01-18 23:01:38,17.6,Supplier issue,Operator retrained
661,162,21,Planned Maintenance,Scheduled PM,2024-01-19 04:13:00,2024-01-19 04:51:16,38.3,Worn component,Settings adjusted
662,163,36,Quality Hold,Rework backlog,2024-01-18 08:16:00,2024-01-18 08:40:36,24.6,Unknown,Escalated to engineering
663,163,36,Planned Maintenance,Scheduled PM,2024-01-18 11:07:00,2024-01-18 11:45:15,38.3,Design flaw,Escalated to engineering
664,163,36,Equipment Failure,Sensor malfunction,2024-01-18 12:29:00,2024-01-18 12:50:47,21.8,Supplier issue,Temporary fix applied
665,163,36,Material,Wrong part delivered,2024-01-18 11:08:00,2024-01-18 11:31:22,23.4,Supplier issue,Escalated to engineering
666,164,27,Planned Maintenance,Lubrication,2024-01-18 20:32:00,2024-01-18 20:54:48,22.8,Unknown,Operator retrained
667,164,33,Quality Hold,Rework backlog,2024-01-18 15:54:00,2024-01-18 16:02:06,8.1,Worn component,Root cause pending
668,164,24,Other,IT system down,2024-01-18 19:21:00,2024-01-18 19:26:05,5.1,Supplier issue,Escalated to engineering
669,164,28,Equipment Failure,Motor failure,2024-01-18 17:58:00,2024-01-18 18:42:54,44.9,Unknown,Escalated to engineering
670,164,28,Material,Part shortage,2024-01-18 20:28:00,2024-01-18 20:43:22,15.4,Design flaw,Escalated to engineering
671,165,23,Changeover,Model changeover,2024-01-18 23:12:00,2024-01-18 23:54:43,42.7,Operator error,Escalated to engineering
672,165,35,Equipment Failure,Robot error,2024-01-19 02:42:00,2024-01-19 03:15:23,33.4,Process variation,Operator retrained
673,166,41,Planned Maintenance,Scheduled PM,2024-01-18 08:15:00,2024-01-18 08:37:58,23,Worn component,Operator retrained
674,166,39,Planned Maintenance,Calibration,2024-01-18 11:46:00,2024-01-18 12:38:59,53,Design flaw,Temporary fix applied
675,167,45,Changeover,Fixture swap,2024-01-18 14:22:00,2024-01-18 15:01:22,39.4,Design flaw,Root cause pending
