id,production_run_id,workstation_id,product_id,unit_sequence,defect_type,defect_code,defect_description,severity,detected_timestamp,is_reworkable,was_reworked
548,75,3,1,49,Weld Defect,WLD-4183,Porosity,Major,2024-01-09 23:20:05,1,1
549,76,22,3,198,Paint Defect,PNT-2438,Orange peel,Moderate,2024-01-09 10:14:26,1,1
550,76,14,1,79,Cosmetic,COS-5265,Scratch,Minor,2024-01-09 07:23:53,1,1
551,76,19,1,11,Cosmetic,COS-4003,Stain,Moderate,2024-01-09 06:47:00,1,1
552,76,15,3,312,Cosmetic,COS-2351,Scuff mark,Moderate,2024-01-09 08:24:31,1,1
553,76,22,1,174,Paint Defect,PNT-5331,Orange peel,Moderate,2024-01-09 08:12:00,1,0
554,76,19,3,61,Paint Defect,PNT-2645,Orange peel,Minor,2024-01-09 12:21:05,1,1
555,76,15,3,277,Cosmetic,COS-5707,Scuff mark,Minor,2024-01-09 09:48:35,1,1
556,76,19,3,151,Cosmetic,COS-8304,Scuff mark,Major,2024-01-09 07:13:55,0,0
557,77,20,3,248,Cosmetic,COS-5377,Dent,Major,2024-01-09 16:17:07,0,0
558,77,22,3,98,Cosmetic,COS-3749,Dent,Minor,2024-01-09 17:47:10,1,1
559,77,14,3,195,Paint Defect,PNT-4200,Overspray,Minor,2024-01-09 19:40:55,1,1
560,77,15,3,34,Cosmetic,COS-6694,Dent,Minor,2024-01-09 17:17:09,1,0
561,77,14,2,6,Cosmetic,COS-6281,Scuff mark,Minor,2024-01-09 16:59:50,1,1
562,77,13,3,101,Cosmetic,COS-1318,Scuff mark,Minor,2024-01-09 16:07:53,1,1
563,77,22,3,180,Cosmetic,COS-1937,Dent,Moderate,2024-01-09 20:35:33,0,0
564,77,15,3,70,Paint Defect,PNT-3713,Overspray,Minor,2024-01-09 19:55:19,1,1
565,77,22,1,250,Cosmetic,COS-7510,Scratch,Minor,2024-01-09 17:08:34,1,1
566,78,19,1,25,Paint Defect,PNT-6513,Orange peel,Minor,2024-01-10 00:20:14,1,1
567,78,16,3,312,Paint Defect,PNT-9176,Overspray,Minor,2024-01-09 23:01:49,1,0
568,78,20,1,294,Paint Defect,PNT-6903,Dirt inclusion,Minor,2024-01-10 00:43:09,1,1
569,78,13,3,79,Paint Defect,PNT-9036,Color mismatch,Minor,2024-01-10 01:12:33,1,1
570,78,19,3,286,Paint Defect,PNT-1497,Orange peel,Minor,2024-01-10 01:47:56,0,0
571,79,28,2,42,Electrical,ELC-9240,Module not responding,Minor,2024-01-09 10:03:11,1,1
572,79,29,2,168,Fit/Finish,FIT-3341,Door sag,Moderate,2024-01-09 07:01:39,1,1
573,79,26,2,246,Cosmetic,COS-6288,Dent,Minor,2024-01-09 09:54:11,1,1
574,79,32,3,305,Fit/Finish,FIT-9871,Flush issue,Minor,2024-01-09 12:53:23,1,1
575,79,28,3,143,Missing Part,MIS-8421,Component missing,Minor,2024-01-09 09:38:14,1,1
576,79,29,2,18,Torque,TRQ-6454,Cross-threaded,Minor,2024-01-09 07:24:21,1,1
577,79,30,1,296,Missing Part,MIS-3721,Clip not installed,Critical,2024-01-09 06:23:40,0,0
578,79,23,2,228,Electrical,ELC-1325,Wire harness damage,Minor,2024-01-09 12:33:09,1,1
579,79,34,2,160,Fit/Finish,FIT-8048,Flush issue,Moderate,2024-01-09 09:09:31,1,1
580,80,30,2,13,Torque,TRQ-5736,Cross-threaded,Moderate,2024-01-09 14:12:35,1,1
581,80,26,1,283,Fit/Finish,FIT-2605,Flush issue,Minor,2024-01-09 18:26:06,1,1
582,80,29,3,79,Missing Part,MIS-4210,Component missing,Minor,2024-01-09 15:11:48,1,1
583,80,32,1,130,Electrical,ELC-7765,Connector fault,Moderate,2024-01-09 19:24:45,1,1
584,81,23,2,56,Fit/Finish,FIT-4136,Panel misalignment,Moderate,2024-01-10 04:51:16,1,1
585,81,24,3,265,Cosmetic,COS-7178,Stain,Major,2024-01-09 23:19:27,1,1
586,81,25,2,203,Torque,TRQ-2891,Under-torque,Minor,2024-01-09 23:14:10,1,1
587,81,28,1,11,Fit/Finish,FIT-7986,Gap too wide,Moderate,2024-01-10 03:13:12,0,0
588,81,23,2,295,Missing Part,MIS-6686,Clip not installed,Minor,2024-01-10 03:20:20,1,1
589,81,26,2,165,Fit/Finish,FIT-1002,Door sag,Moderate,2024-01-10 03:03:59,1,1
590,81,23,1,244,Cosmetic,COS-6465,Scratch,Moderate,2024-01-10 03:41:18,1,1
591,81,35,1,166,Electrical,ELC-9436,Wire harness damage,Major,2024-01-10 01:11:11,0,0
592,81,35,2,286,Torque,TRQ-6085,Over-torque,Moderate,2024-01-09 23:54:06,1,0
593,82,37,1,127,Cosmetic,COS-5267,Dent,Moderate,2024-01-09 07:24:57,1,1
594,82,40,1,151,Cosmetic,COS-8940,Scratch,Minor,2024-01-09 11:30:11,1,1
595,82,39,1,303,Cosmetic,COS-4486,Stain,Moderate,2024-01-09 08:36:52,1,1
596,83,43,3,152,Cosmetic,COS-2388,Scratch,Moderate,2024-01-09 14:33:57,1,1
597,83,43,3,134,Fluid Leak,LKG-6910,Coolant leak,Moderate,2024-01-09 20:09:40,1,1
598,83,37,2,201,Fluid Leak,LKG-7073,Fuel system leak,Minor,2024-01-09 15:28:50,1,1
599,83,39,2,97,Cosmetic,COS-1901,Scratch,Minor,2024-01-09 14:22:36,1,1
600,83,43,2,239,Fluid Leak,LKG-6177,Fuel system leak,Major,2024-01-09 14:51:21,0,0
601,83,40,3,245,Torque,TRQ-7293,Over-torque,Minor,2024-01-09 17:24:40,1,1
602,83,38,3,157,Fluid Leak,LKG-6527,Coolant leak,Minor,2024-01-09 17:09:00,1,1
603,83,37,1,17,Cosmetic,COS-7733,Scratch,Moderate,2024-01-09 16:32:34,0,0
604,84,42,2,206,Fluid Leak,LKG-3054,Fuel system leak,Minor,2024-01-10 04:50:53,1,1
605,84,42,2,289,Missing Part,MIS-7403,Fastener missing,Moderate,2024-01-09 22:22:34,1,1
606,84,38,2,88,Missing Part,MIS-7371,Clip not installed,Major,2024-01-09 22:00:30,1,1
607,84,44,3,77,Fit/Finish,FIT-4979,Flush issue,Minor,2024-01-10 03:04:10,1,1
608,84,47,2,27,Torque,TRQ-8420,Over-torque,Minor,2024-01-09 22:08:13,1,1
609,84,37,1,138,Electrical,ELC-9406,Wire harness damage,Minor,2024-01-09 23:46:56,1,0
610,84,45,3,94,Fluid Leak,LKG-9561,Fuel system leak,Major,2024-01-09 23:41:01,1,1
611,84,47,2,160,Torque,TRQ-9149,Over-torque,Minor,2024-01-10 00:27:48,1,1
612,84,45,3,59,Fit/Finish,FIT-7496,Panel misalignment,Minor,2024-01-10 02:37:58,1,1
613,85,2,1,228,Weld Defect,WLD-2301,Porosity,Minor,2024-01-10 08:58:07,1,1
614,85,4,2,30,Cosmetic,COS-8609,Scratch,Major,2024-01-10 11:16:32,0,0
615,85,6,3,115,Weld Defect,WLD-7945,Weld spatter,Moderate,2024-01-10 10:32:12,1,1
616,86,5,3,148,Weld Defect,WLD-1017,Incomplete weld,Moderate,2024-01-10 18:19:08,0,0
617,86,12,2,214,Cosmetic,COS-1325,Scratch,Minor,2024-01-10 17:27:45,1,1
618,86,12,2,231,Cosmetic,COS-6127,Stain,Minor,2024-01-10 16:46:47,1,0
619,86,7,1,132,Fit/Finish,FIT-2402,Door sag,Minor,2024-01-10 19:19:59,1,1
620,86,2,2,289,Fit/Finish,FIT-6764,Gap too wide,Critical,2024-01-10 20:03:43,1,1
621,86,11,3,235,Fit/Finish,FIT-6667,Gap too wide,Minor,2024-01-10 20:56:37,1,1
622,86,9,2,310,Cosmetic,COS-7821,Stain,Minor,2024-01-10 18:34:37,1,1
623,86,3,2,296,Weld Defect,WLD-8148,Crack in weld,Major,2024-01-10 18:43:39,0,0
624,87,6,2,191,Fit/Finish,FIT-1166,Door sag,Minor,2024-01-11 00:05:35,1,1
625,87,9,2,304,Fit/Finish,FIT-9054,Panel misalignment,Minor,2024-01-11 00:49:45,1,1
626,87,1,1,215,Weld Defect,WLD-2055,Incomplete weld,Minor,2024-01-11 01:56:47,1,1
627,87,1,3,41,Weld Defect,WLD-3120,Incomplete weld,Minor,2024-01-11 02:13:29,1,1
628,87,7,2,161,Weld Defect,WLD-2825,Porosity,Minor,2024-01-11 03:03:45,1,1
629,87,9,2,22,Cosmetic,COS-6923,Scuff mark,Minor,2024-01-10 23:18:15,1,1
630,87,9,3,33,Fit/Finish,FIT-4204,Flush issue,Minor,2024-01-11 01:29:03,1,1
631,87,8,2,89,Weld Defect,WLD-1562,Incomplete weld,Minor,2024-01-11 03:43:29,1,1
632,88,20,2,196,Cosmetic,COS-1706,Stain,Moderate,2024-01-10 07:32:59,1,1
633,88,16,1,165,Paint Defect,PNT-9984,Overspray,Minor,2024-01-10 11:48:45,1,0
634,88,15,2,97,Cosmetic,COS-6672,Scratch,Minor,2024-01-10 07:39:30,1,1
635,88,18,1,136,Paint Defect,PNT-3107,Runs/sags,Minor,2024-01-10 08:06:43,1,0
636,88,21,2,1,Cosmetic,COS-3276,Stain,Minor,2024-01-10 06:10:37,1,1
637,88,14,3,70,Cosmetic,COS-4465,Scratch,Minor,2024-01-10 07:28:22,1,1
638,88,21,2,173,Paint Defect,PNT-1029,Orange peel,Minor,2024-01-10 11:19:54,1,1
639,88,17,3,178,Cosmetic,COS-7393,Dent,Major,2024-01-10 08:22:24,0,0
640,88,18,3,107,Cosmetic,COS-3685,Scuff mark,Moderate,2024-01-10 06:16:37,1,1
641,89,13,2,141,Cosmetic,COS-5042,Dent,Minor,2024-01-10 18:58:15,1,1
642,89,21,3,221,Cosmetic,COS-5314,Scuff mark,Moderate,2024-01-10 17:53:59,1,0
643,89,21,2,233,Cosmetic,COS-8478,Stain,Minor,2024-01-10 17:14:08,1,1
644,90,19,1,198,Paint Defect,PNT-2206,Color mismatch,Minor,2024-01-11 00:11:43,1,0
645,90,18,1,183,Cosmetic,COS-5795,Stain,Minor,2024-01-11 00:30:05,1,0
646,90,16,1,178,Paint Defect,PNT-5250,Dirt inclusion,Moderate,2024-01-11 01:35:36,1,1
647,90,17,3,118,Cosmetic,COS-7214,Dent,Minor,2024-01-11 00:54:07,1,1
648,90,14,1,87,Cosmetic,COS-4028,Stain,Minor,2024-01-11 00:35:08,1,1
649,90,14,1,180,Paint Defect,PNT-3383,Dirt inclusion,Minor,2024-01-10 23:22:58,1,1
650,91,36,2,66,Fit/Finish,FIT-7080,Door sag,Moderate,2024-01-10 09:57:02,0,0
651,91,35,3,30,Electrical,ELC-8631,Connector fault,Moderate,2024-01-10 11:17:34,1,1
652,91,35,3,224,Missing Part,MIS-5005,Component missing,Minor,2024-01-10 09:31:12,1,1
653,91,32,1,9,Electrical,ELC-9727,Connector fault,Major,2024-01-10 09:29:33,0,0
654,92,29,1,61,Fit/Finish,FIT-1633,Door sag,Major,2024-01-10 18:14:00,1,1
655,92,34,3,210,Torque,TRQ-8069,Cross-threaded,Moderate,2024-01-10 18:46:42,1,1
656,92,30,1,34,Electrical,ELC-9435,Connector fault,Minor,2024-01-10 18:56:51,1,1
657,92,33,3,123,Torque,TRQ-1085,Over-torque,Minor,2024-01-10 20:11:00,1,1
658,92,27,3,94,Electrical,ELC-1338,Module not responding,Moderate,2024-01-10 15:29:15,1,1
659,92,27,2,20,Electrical,ELC-7145,Wire harness damage,Minor,2024-01-10 20:48:59,0,0
660,93,26,3,161,Fit/Finish,FIT-8967,Panel misalignment,Moderate,2024-01-11 00:22:18,1,1
661,93,30,2,94,Electrical,ELC-1634,Wire harness damage,Minor,2024-01-11 02:55:07,1,1
662,93,23,3,157,Torque,TRQ-1564,Cross-threaded,Minor,2024-01-11 04:08:53,1,0
663,93,27,3,199,Missing Part,MIS-5555,Component missing,Minor,2024-01-11 01:46:10,1,0
664,93,36,1,268,Missing Part,MIS-1967,Component missing,Minor,2024-01-11 00:06:34,1,0
665,93,35,3,296,Fit/Finish,FIT-4513,Door sag,Minor,2024-01-11 00:54:50,1,0
666,93,31,1,9,Torque,TRQ-9482,Under-torque,Minor,2024-01-11 03:00:03,1,1
667,93,36,1,83,Fit/Finish,FIT-3581,Panel misalignment,Moderate,2024-01-11 01:48:57,1,1
668,93,31,2,190,Cosmetic,COS-9337,Stain,Moderate,2024-01-11 03:41:41,1,1
669,93,27,1,117,Electrical,ELC-7287,Wire harness damage,Minor,2024-01-10 22:26:11,1,1
670,93,36,2,253,Torque,TRQ-8527,Cross-threaded,Minor,2024-01-11 03:09:44,1,1
671,93,31,2,171,Electrical,ELC-6201,Connector fault,Minor,2024-01-11 04:46:32,1,1
672,94,46,1,83,Torque,TRQ-2639,Over-torque,Moderate,2024-01-10 07:19:21,1,0
673,94,48,1,125,Electrical,ELC-8554,Wire harness damage,Moderate,2024-01-10 11:54:52,1,1
674,94,47,3,94,Fit/Finish,FIT-6901,Flush issue,Moderate,2024-01-10 12:04:52,0,0
675,94,41,2,137,Electrical,ELC-7458,Connector fault,Minor,2024-01-10 09:16:00,1,1
676,95,41,3,7,Cosmetic,COS-9900,Scratch,Minor,2024-01-10 20:59:40,1,1
677,95,45,3,106,Electrical,ELC-9343,Wire harness damage,Moderate,2024-01-10 17:08:02,1,1
678,95,48,2,162,Torque,TRQ-1941,Under-torque,Moderate,2024-01-10 19:52:30,1,1
679,95,46,3,114,Electrical,ELC-6545,Connector fault,Minor,2024-01-10 19:28:25,1,1
680,95,40,2,140,Electrical,ELC-2138,Module not responding,Minor,2024-01-10 19:30:34,1,1
681,95,43,3,315,Fit/Finish,FIT-1863,Door sag,Minor,2024-01-10 17:19:50,1,1
682,95,39,1,82,Cosmetic,COS-6248,Scuff mark,Major,2024-01-10 14:54:42,0,0
683,95,45,3,286,Torque,TRQ-7870,Cross-threaded,Major,2024-01-10 18:37:51,0,0
684,95,37,2,80,Fit/Finish,FIT-5842,Panel misalignment,Moderate,2024-01-10 15:04:48,1,1
685,95,38,3,218,Cosmetic,COS-3274,Scuff mark,Minor,2024-01-10 14:49:54,1,0
686,95,39,2,143,Missing Part,MIS-2674,Fastener missing,Minor,2024-01-10 15:19:00,1,1
687,95,42,3,213,Electrical,ELC-9487,Connector fault,Moderate,2024-01-10 16:24:18,0,0
688,95,48,2,129,Missing Part,MIS-5451,Component missing,Moderate,2024-01-10 16:34:49,0,0
689,96,44,1,184,Electrical,ELC-7505,Wire harness damage,Moderate,2024-01-10 22:21:04,1,1
690,96,46,2,183,Torque,TRQ-6388,Cross-threaded,Minor,2024-01-11 04:12:25,1,1
691,96,47,1,84,Fluid Leak,LKG-7818,Fuel system leak,Minor,2024-01-11 01:18:21,1,1
692,96,39,2,30,Electrical,ELC-2441,Connector fault,Minor,2024-01-11 01:34:33,0,0
693,96,39,1,269,Torque,TRQ-8729,Under-torque,Minor,2024-01-11 01:43:24,1,1
694,96,41,1,279,Cosmetic,COS-2395,Scratch,Moderate,2024-01-11 00:04:45,1,1
695,96,48,1,25,Torque,TRQ-3119,Over-torque,Moderate,2024-01-11 04:31:19,1,1
696,96,46,2,29,Fit/Finish,FIT-7738,Flush issue,Minor,2024-01-10 23:05:52,1,1
697,96,46,1,5,Cosmetic,COS-2518,Scratch,Moderate,2024-01-10 22:03:38,1,1
698,97,3,2,55,Cosmetic,COS-7341,Dent,Moderate,2024-01-11 07:06:35,1,1
699,97,4,2,114,Weld Defect,WLD-7680,Porosity,Minor,2024-01-11 08:45:34,1,1
700,97,2,2,92,Cosmetic,COS-2018,Scratch,Moderate,2024-01-11 10:25:25,1,1
701,97,1,1,11,Cosmetic,COS-7942,Stain,Minor,2024-01-11 10:53:02,1,1
702,97,9,2,246,Fit/Finish,FIT-6792,Door sag,Critical,2024-01-11 06:04:32,1,0
703,97,9,3,178,Cosmetic,COS-5915,Dent,Minor,2024-01-11 12:24:28,1,1
704,98,3,3,247,Weld Defect,WLD-8274,Weld spatter,Minor,2024-01-11 15:50:20,1,1
705,98,2,1,74,Cosmetic,COS-8063,Dent,Minor,2024-01-11 17:46:23,1,1
706,98,1,1,217,Cosmetic,COS-1951,Scratch,Minor,2024-01-11 15:10:33,1,1
707,98,11,2,206,Fit/Finish,FIT-8877,Panel misalignment,Minor,2024-01-11 17:29:45,1,1
708,98,6,3,150,Cosmetic,COS-7311,Stain,Moderate,2024-01-11 19:06:13,1,1
709,98,7,3,20,Weld Defect,WLD-9135,Crack in weld,Major,2024-01-11 19:56:16,1,0
710,98,4,3,77,Weld Defect,WLD-1334,Weld spatter,Minor,2024-01-11 16:51:53,1,1
711,98,2,3,202,Fit/Finish,FIT-3313,Panel misalignment,Moderate,2024-01-11 18:28:47,1,0
712,98,6,1,160,Cosmetic,COS-9087,Scuff mark,Minor,2024-01-11 18:05:37,1,1
713,99,10,2,51,Cosmetic,COS-7052,Scuff mark,Moderate,2024-01-12 03:58:47,0,0
714,99,8,2,259,Cosmetic,COS-3452,Stain,Critical,2024-01-12 00:43:44,0,0
715,99,3,3,297,Fit/Finish,FIT-1051,Door sag,Moderate,2024-01-12 04:58:16,1,1
716,99,1,1,188,Weld Defect,WLD-5675,Weld spatter,Moderate,2024-01-12 00:33:51,1,0
717,100,20,3,228,Paint Defect,PNT-4780,Runs/sags,Moderate,2024-01-11 09:39:11,0,0
718,100,16,1,169,Cosmetic,COS-7854,Scratch,Moderate,2024-01-11 10:02:04,1,1
719,100,20,3,54,Paint Defect,PNT-8406,Color mismatch,Minor,2024-01-11 09:45:32,1,1
720,100,16,1,218,Paint Defect,PNT-8109,Runs/sags,Moderate,2024-01-11 07:37:12,1,1
721,100,20,2,107,Cosmetic,COS-8747,Stain,Minor,2024-01-11 06:24:46,1,0
722,100,22,1,16,Paint Defect,PNT-5646,Color mismatch,Minor,2024-01-11 10:18:08,1,1
723,100,16,2,165,Paint Defect,PNT-4274,Color mismatch,Minor,2024-01-11 06:11:58,1,1
724,100,21,1,103,Paint Defect,PNT-7714,Orange peel,Moderate,2024-01-11 06:42:05,1,1
725,100,14,1,156,Paint Defect,PNT-5088,Color mismatch,Minor,2024-01-11 07:43:51,1,1
726,100,16,2,96,Cosmetic,COS-7329,Stain,Minor,2024-01-11 12:26:41,1,1
727,101,20,1,247,Paint Defect,PNT-8469,Runs/sags,Minor,2024-01-11 17:50:44,1,0
728,101,15,2,193,Cosmetic,COS-6377,Stain,Minor,2024-01-11 17:34:13,1,1
729,101,13,3,139,Paint Defect,PNT-3742,Color mismatch,Moderate,2024-01-11 16:55:44,1,1
730,101,17,1,277,Paint Defect,PNT-7636,Overspray,Minor,2024-01-11 17:31:49,1,1
731,101,18,3,247,Paint Defect,PNT-2325,Runs/sags,Minor,2024-01-11 20:57:59,1,1
732,101,20,2,111,Cosmetic,COS-6355,Scratch,Moderate,2024-01-11 18:05:31,1,1
733,101,20,1,61,Cosmetic,COS-3705,Dent,Moderate,2024-01-11 18:57:28,0,0
734,101,16,3,265,Cosmetic,COS-1818,Stain,Moderate,2024-01-11 15:24:08,1,1
735,101,18,1,46,Paint Defect,PNT-4012,Runs/sags,Minor,2024-01-11 19:21:04,1,1
736,102,22,3,289,Paint Defect,PNT-4166,Dirt inclusion,Moderate,2024-01-12 04:56:17,1,1
737,102,18,2,119,Cosmetic,COS-2154,Scuff mark,Moderate,2024-01-12 02:00:28,1,1
738,102,15,3,283,Paint Defect,PNT-3407,Orange peel,Moderate,2024-01-12 03:14:07,1,1
739,102,16,3,275,Paint Defect,PNT-4684,Orange peel,Moderate,2024-01-12 01:51:44,0,0
740,102,20,2,156,Paint Defect,PNT-2673,Overspray,Moderate,2024-01-12 00:34:53,1,1
741,102,15,2,246,Paint Defect,PNT-6811,Runs/sags,Minor,2024-01-12 02:35:37,1,1
742,102,13,2,274,Cosmetic,COS-7058,Scratch,Minor,2024-01-12 03:01:19,0,0
743,102,20,2,3,Cosmetic,COS-2757,Stain,Minor,2024-01-11 23:54:21,1,1
744,102,15,3,247,Cosmetic,COS-7061,Dent,Minor,2024-01-12 01:45:03,1,1
745,102,20,3,217,Paint Defect,PNT-4050,Dirt inclusion,Moderate,2024-01-12 01:39:40,0,0
746,102,15,2,70,Cosmetic,COS-2233,Scratch,Minor,2024-01-11 22:33:16,1,1
747,103,26,2,87,Missing Part,MIS-7395,Component missing,Moderate,2024-01-11 12:52:43,1,1
748,103,36,3,128,Torque,TRQ-9937,Under-torque,Moderate,2024-01-11 11:54:04,1,0
749,103,36,1,174,Torque,TRQ-5827,Over-torque,Moderate,2024-01-11 06:53:07,1,0
750,103,25,3,120,Missing Part,MIS-1509,Clip not installed,Minor,2024-01-11 09:36:07,1,1
751,103,29,1,84,Cosmetic,COS-3013,Dent,Moderate,2024-01-11 06:09:31,0,0
752,104,25,2,26,Cosmetic,COS-8874,Scratch,Major,2024-01-11 14:39:17,0,0
753,104,36,3,190,Electrical,ELC-7603,Connector fault,Minor,2024-01-11 16:02:55,1,1
754,104,29,1,4,Electrical,ELC-4704,Module not responding,Major,2024-01-11 17:08:02,1,0
755,104,26,3,161,Cosmetic,COS-9553,Dent,Moderate,2024-01-11 15:48:19,1,1
756,104,25,2,271,Fit/Finish,FIT-3966,Panel misalignment,Minor,2024-01-11 19:46:59,1,1
757,104,26,2,149,Torque,TRQ-8344,Cross-threaded,Minor,2024-01-11 15:57:00,1,1
758,104,23,2,140,Missing Part,MIS-2269,Clip not installed,Moderate,2024-01-11 14:22:02,1,1
759,104,34,2,71,Missing Part,MIS-4728,Fastener missing,Moderate,2024-01-11 14:50:52,1,1
760,104,29,2,72,Cosmetic,COS-3856,Dent,Moderate,2024-01-11 18:10:17,1,1
761,105,24,1,263,Cosmetic,COS-3548,Scratch,Minor,2024-01-12 01:10:52,1,1
762,105,31,3,276,Torque,TRQ-9338,Under-torque,Minor,2024-01-12 00:32:53,1,1
763,105,24,3,116,Cosmetic,COS-6987,Dent,Minor,2024-01-12 02:59:56,1,1
764,105,32,3,54,Electrical,ELC-9838,Connector fault,Minor,2024-01-12 04:58:17,1,1
765,106,41,2,300,Fit/Finish,FIT-1700,Flush issue,Minor,2024-01-11 06:08:18,1,1
766,106,43,1,269,Fluid Leak,LKG-1458,Fuel system leak,Minor,2024-01-11 12:01:54,1,1
767,106,37,1,279,Fit/Finish,FIT-5786,Door sag,Moderate,2024-01-11 09:44:38,1,1
768,106,43,2,99,Missing Part,MIS-1043,Fastener missing,Moderate,2024-01-11 10:46:34,0,0
769,106,41,2,218,Electrical,ELC-8516,Connector fault,Minor,2024-01-11 09:03:44,1,1
770,106,44,2,231,Torque,TRQ-2779,Under-torque,Minor,2024-01-11 08:46:07,1,1
771,106,40,2,305,Fit/Finish,FIT-2805,Flush issue,Critical,2024-01-11 11:11:05,0,0
772,106,40,2,283,Missing Part,MIS-1669,Clip not installed,Major,2024-01-11 08:54:53,0,0
773,106,49,1,131,Missing Part,MIS-9241,Clip not installed,Moderate,2024-01-11 11:04:14,1,1
774,106,46,2,141,Fit/Finish,FIT-8453,Panel misalignment,Minor,2024-01-11 11:05:12,1,1
775,107,40,2,288,Fluid Leak,LKG-7876,Coolant leak,Minor,2024-01-11 16:04:01,1,1
776,107,45,3,261,Cosmetic,COS-8491,Scratch,Minor,2024-01-11 15:29:29,1,1
777,107,47,3,51,Cosmetic,COS-9768,Scratch,Moderate,2024-01-11 16:24:37,1,1
778,107,42,3,213,Torque,TRQ-9848,Over-torque,Moderate,2024-01-11 16:46:58,1,1
779,107,47,3,253,Fit/Finish,FIT-7702,Flush issue,Critical,2024-01-11 14:56:53,0,0
780,107,46,2,265,Cosmetic,COS-8332,Scuff mark,Minor,2024-01-11 17:15:54,1,1
781,107,46,1,213,Torque,TRQ-6770,Cross-threaded,Moderate,2024-01-11 16:18:44,1,1
782,108,41,2,171,Electrical,ELC-9566,Connector fault,Moderate,2024-01-11 23:52:52,1,1
783,108,44,2,34,Electrical,ELC-9953,Module not responding,Moderate,2024-01-12 01:31:16,1,0
784,108,39,3,115,Fluid Leak,LKG-4173,Coolant leak,Minor,2024-01-11 22:48:46,1,1
785,108,45,1,108,Missing Part,MIS-8154,Fastener missing,Major,2024-01-12 02:42:43,0,0
786,108,46,2,122,Torque,TRQ-7417,Cross-threaded,Minor,2024-01-12 02:07:21,1,1
787,108,42,3,247,Fluid Leak,LKG-8419,Coolant leak,Moderate,2024-01-11 23:43:54,1,1
788,108,48,2,102,Fluid Leak,LKG-1258,Fuel system leak,Minor,2024-01-12 03:03:18,1,1
789,109,7,2,287,Cosmetic,COS-7451,Stain,Moderate,2024-01-12 07:05:09,0,0
790,109,4,3,240,Weld Defect,WLD-2568,Weld spatter,Moderate,2024-01-12 12:21:49,1,1
791,109,6,2,151,Cosmetic,COS-9783,Scuff mark,Minor,2024-01-12 11:11:33,1,1
792,109,6,2,68,Cosmetic,COS-2140,Scuff mark,Minor,2024-01-12 06:37:07,1,0
793,109,9,1,170,Cosmetic,COS-1659,Scratch,Moderate,2024-01-12 10:37:28,0,0
794,109,3,2,273,Cosmetic,COS-3018,Stain,Major,2024-01-12 11:45:05,0,0
795,109,9,1,183,Cosmetic,COS-8980,Stain,Moderate,2024-01-12 12:01:56,1,1
796,110,9,2,29,Fit/Finish,FIT-5567,Door sag,Major,2024-01-12 14:03:38,1,1
797,110,7,3,90,Cosmetic,COS-3951,Dent,Moderate,2024-01-12 14:44:50,1,1
798,110,2,2,169,Cosmetic,COS-4602,Dent,Moderate,2024-01-12 19:10:48,1,1
799,110,6,1,119,Cosmetic,COS-6686,Stain,Moderate,2024-01-12 15:32:44,1,1
800,110,2,1,152,Weld Defect,WLD-7210,Incomplete weld,Minor,2024-01-12 16:50:07,1,1
801,110,2,2,147,Weld Defect,WLD-3644,Porosity,Minor,2024-01-12 18:29:31,1,1
802,110,8,3,224,Fit/Finish,FIT-5888,Flush issue,Minor,2024-01-12 16:15:17,1,1
803,110,5,3,31,Weld Defect,WLD-3580,Weld spatter,Moderate,2024-01-12 20:54:13,1,0
804,110,8,2,91,Fit/Finish,FIT-2626,Flush issue,Minor,2024-01-12 16:00:34,1,1
805,110,1,1,316,Fit/Finish,FIT-7813,Gap too wide,Moderate,2024-01-12 17:13:24,1,1
806,110,3,1,278,Weld Defect,WLD-5757,Crack in weld,Minor,2024-01-12 15:04:36,1,1
807,110,11,3,250,Cosmetic,COS-7631,Scuff mark,Moderate,2024-01-12 18:06:51,0,0
808,110,5,3,119,Fit/Finish,FIT-1351,Door sag,Minor,2024-01-12 15:08:12,1,1
809,111,3,2,167,Cosmetic,COS-7417,Scratch,Minor,2024-01-12 22:51:57,1,1
810,111,4,2,36,Cosmetic,COS-4792,Scratch,Major,2024-01-13 02:44:45,1,1
811,111,6,3,278,Weld Defect,WLD-4423,Porosity,Minor,2024-01-13 03:36:19,1,1
812,111,2,3,41,Weld Defect,WLD-7721,Weld spatter,Moderate,2024-01-13 02:08:17,1,1
813,111,12,3,239,Weld Defect,WLD-1435,Weld spatter,Moderate,2024-01-12 22:30:58,0,0
814,111,6,1,217,Fit/Finish,FIT-8295,Flush issue,Minor,2024-01-12 23:38:13,1,1
815,111,7,1,303,Weld Defect,WLD-8011,Incomplete weld,Major,2024-01-13 01:45:30,0,0
816,111,11,2,51,Weld Defect,WLD-6199,Porosity,Minor,2024-01-13 02:27:46,1,1
817,111,9,3,294,Cosmetic,COS-3188,Stain,Major,2024-01-13 01:42:46,0,0
818,112,17,2,185,Paint Defect,PNT-3110,Color mismatch,Moderate,2024-01-12 11:23:18,1,0
819,112,14,3,123,Paint Defect,PNT-8914,Orange peel,Minor,2024-01-12 11:35:19,1,1
820,112,14,1,160,Paint Defect,PNT-1273,Runs/sags,Moderate,2024-01-12 06:55:45,1,0
821,112,13,1,182,Cosmetic,COS-9290,Scratch,Moderate,2024-01-12 06:30:58,0,0
